26.99961853,83.00080109,3.06185627,3701,6704,0.22757649421691895
27.00086594,83.32212067,3.061831951,3740,6853,0.2281184196472168
26.99992371,83.64867401,3.062725067,3637,6848,0.2280745506286621
26.99943161,83.97377777,3.061851978,3630,6818,0.2209644317626953
26.99853134,84.29875946,3.062556744,3751,6823,0.22532105445861816
26.99832916,84.6247406,3.062381268,4085,7007,0.22751712799072266
27.00343323,84.94803619,3.061836243,4168,7067,0.23107028007507324
27.00340271,85.27494812,3.061562538,4609,7239,0.2307131290435791
27.00025558,85.59894562,3.061340809,6229,7583,0.2280886173248291
26.99858856,85.92373657,3.06140995,8896,9006,0.22847819328308105
27.00092316,86.25159454,3.060791492,9004,9577,0.22589778900146484
27.00222778,86.5753479,3.061873913,7771,9613,0.23087406158447266
27.00169754,86.9020462,3.062497616,7031,10658,0.22395563125610352
26.99678802,87.22602081,3.062692165,7191,11747,0.228651762008667
27.00014496,87.55122375,3.061601162,7607,15031,0.22397732734680176
27.00080872,87.87486267,3.062043667,6593,13123,0.22465729713439941
27.00045776,88.20217896,3.061594486,5201,10266,0.22178387641906738
26.99520874,88.52877045,3.061794281,4513,8782,0.22522878646850586
26.99884796,88.85494995,3.06189394,4116,8090,0.23070263862609863
27.00111771,89.17787933,3.061962605,4033,7755,0.22838044166564941
26.99977112,89.5022583,3.061182976,3943,7670,0.2323312759399414
27.00224686,89.82762909,3.061781883,3796,7289,0.2277510166168213
26.99954224,90.1550293,3.062304974,3778,7143,0.22250866889953613
26.99977112,90.47917175,3.062006474,3663,7139,0.23431158065795898
27.00057983,90.80160522,3.062020779,3663,6957,0.2228085994720459
27.00227737,91.12684631,3.061385632,3629,6895,0.22652196884155273
26.9996109,91.45539093,3.061457634,3600,6809,0.22724556922912598
27.00075531,91.7776413,3.061518669,3615,6804,0.2288529872894287
27.00133514,92.10475159,3.062791824,3641,6766,0.22821497917175293
27.00199127,92.43029785,3.061839581,3716,6900,0.2258005142211914
27.00422668,92.75544739,3.062410355,3610,6799,0.2229909896850586
26.99641037,93.08029938,3.060497284,3634,6746,0.22546672821044922
26.99905777,93.40467834,3.062454224,3522,6836,0.22349882125854492
27.00064087,93.73301697,3.062191963,3507,6815,0.23918962478637695
27.00166702,94.05734253,3.061338425,3560,6783,0.23214173316955566
27.00100327,94.38480377,3.061700344,3580,6800,0.2299973964691162
26.99794388,94.70671082,3.062710762,3593,6637,0.2272355556488037
27.0002327,95.03190613,3.062102795,3522,6643,0.22016096115112305
26.99799728,95.35691833,3.061563015,3580,6782,0.22612428665161133
26.99768066,95.68211365,3.062177658,3539,6742,0.22623443603515625
26.99809647,96.00717163,3.061874866,3612,6812,0.2298734188079834
27.32295227,83.02928925,3.062244892,3666,6812,0.2232205867767334
27.32357407,83.32042694,3.061571121,3735,6785,0.2325582504272461
27.32730865,83.64620972,3.061882496,3682,6798,0.2251124382019043
27.32279205,83.97279358,3.063128471,3737,6950,0.2230663299560547
27.32394791,84.29724884,3.061333656,3950,6965,0.22704267501831055
27.32413864,84.62166595,3.062291622,3912,6880,0.2235572338104248
27.32471848,84.94691467,3.061233521,4371,7130,0.22796344757080078
27.3261261,85.27401733,3.062636852,5225,7285,0.23362278938293457
27.3256073,85.59799194,3.062599659,8318,8339,0.227431058883667
27.32429123,85.92512512,3.062545776,11659,9348,0.22832107543945312
27.32226944,86.2494812,3.062005043,10110,9952,0.22641205787658691
27.32402039,86.57530212,3.061777592,10248,13341,0.22641611099243164
27.32803345,86.90115356,3.061300755,9958,13059,0.2286078929901123
27.32627487,87.22692871,3.062849998,8641,12016,0.22508907318115234
27.32464981,87.55158997,3.060579777,6972,11622,0.2274026870727539
27.32621002,87.87568665,3.061657906,7755,13143,0.2221226692199707
27.32624054,88.20269775,3.062981129,7698,14491,0.22643184661865234
27.32409668,88.52657318,3.061322212,5559,11305,0.2278594970703125
27.32271194,88.85338593,3.061777592,4739,9400,0.23163390159606934
27.32683182,89.17792511,3.062173367,4406,8704,0.22305870056152344
27.32711792,89.50225067,3.061443806,4176,7991,0.2226874828338623
27.32528305,89.82846832,3.062173843,3960,7733,0.2331984043121338
27.32345963,90.15311432,3.062382698,3861,7361,0.2287297248840332
27.3236618,90.47949219,3.061751842,3763,7394,0.2303767204284668
27.32635498,90.80369568,3.060919285,3834,7222,0.22945737838745117
27.32794189,91.12857819,3.062345028,3655,7023,0.2223508358001709
27.32500458,91.45536041,3.062539101,3643,6956,0.22725605964660645
27.32218933,91.77891541,3.06212759,3599,6938,0.23268795013427734
27.31951523,92.1047821,3.061645508,3650,6723,0.22869467735290527
27.32452011,92.42888641,3.062130451,3708,6922,0.2282857894897461
27.32633209,92.75318146,3.062697411,3576,6708,0.22822904586791992
27.32728958,93.08056641,3.061835766,3538,6821,0.2232210636138916
27.32209015,93.40643311,3.063071728,3530,6679,0.2236182689666748
27.32529449,93.72993469,3.062951088,3517,6811,0.22765541076660156
27.32769775,94.05239868,3.061437607,3513,6749,0.23162007331848145
27.32792664,94.38059235,3.062841892,3622,6776,0.2291851043701172
27.32709503,94.70489502,3.062821388,3676,6593,0.23186635971069336
27.3218689,95.02993774,3.061309814,3615,6611,0.2273116111755371
27.322258,95.3588562,3.061408043,3475,6717,0.22689366340637207
27.32454681,95.68093109,3.062429905,3576,6698,0.23109674453735352
27.32593536,96.00512695,3.062186241,3591,6653,0.22930097579956055
27.65047836,83.01222229,3.062882423,3672,6731,0.22971153259277344
27.64913177,83.3187561,3.062064648,3619,6748,0.22729277610778809
27.64839172,83.64807892,3.062882423,3689,6793,0.23106789588928223
27.65158844,83.97357941,3.062382221,3706,6845,0.22467994689941406
27.65005493,84.2973938,3.062468052,3957,6857,0.2276289463043213
27.64882278,84.62457275,3.061214447,4211,6954,0.22530722618103027
27.64824677,84.94740295,3.062355518,4538,7260,0.2205336093902588
27.64837646,85.2747879,3.062945366,6064,7874,0.2366039752960205
27.65076065,85.60011292,3.062235832,9801,9569,0.2279956340789795
27.65414047,85.92528534,3.061642647,9458,10090,0.21987390518188477
27.64844513,86.24957275,3.063031197,11060,12975,0.22588157653808594
27.64694595,86.57461548,3.061373711,10420,13641,0.2290046215057373
27.65158463,86.90148163,3.061694622,9168,13840,0.22633576393127441
27.65276337,87.22332001,3.062373638,9068,13715,0.227386474609375
27.6505394,87.55152893,3.061526299,8920,12975,0.22659635543823242
