26.99912643,83.00141907,5.999498367,4034,5653,0.22800588607788086
27.00172806,83.64486694,6.000450134,4460,5684,0.22855734825134277
27.00299454,84.29994965,5.999918461,4721,5940,0.22790741920471191
27.00026321,84.9496994,6.000268936,4757,6065,0.2279360294342041
26.99676514,85.60066986,5.999516964,5530,6305,0.22864866256713867
27.00004959,86.24859619,6.000709534,5971,6443,0.22859406471252441
27.00419998,86.90261841,6.000171185,5706,6757,0.22784829139709473
27.00061417,87.55259705,5.999935627,5682,7017,0.2299787998199463
26.99783325,88.20613861,5.999773979,5608,7303,0.22829198837280273
26.9943428,88.85757446,6.000654221,5434,7376,0.23294472694396973
26.99812698,89.50700378,5.999324322,5253,7244,0.2295081615447998
27.00117493,90.15664673,5.999450207,5542,7066,0.2288830280303955
27.00236511,90.80866241,6.000489235,5445,7542,0.2299022674560547
27.00056076,91.46022034,5.999498367,5233,7611,0.2295236587524414
26.9986496,92.11013794,5.999925613,5121,7495,0.22896695137023926
27.00279236,92.75865173,6.000302315,4818,6942,0.23274850845336914
27.00064468,93.41018677,6.001440048,4592,6540,0.2303013801574707
26.99977112,94.06004333,6.000239372,4289,6528,0.2274172306060791
26.99913406,94.71059418,6.000896931,4185,6329,0.22783613204956055
27.00249863,95.36174011,5.999194145,3935,6162,0.22773408889770508
27.00152969,96.01107025,6.000475883,3945,6018,0.228804349899292
27.65061188,83.00791931,6.000304222,4183,5974,0.22841334342956543
27.6490097,83.64195251,6.000815392,4625,5943,0.22895264625549316
27.64773178,84.29647064,5.999736786,4835,6063,0.2289273738861084
27.64738464,84.94828033,5.999952316,5249,6249,0.22884202003479004
27.65212631,85.59919739,5.999245644,5807,6511,0.23096370697021484
27.65299225,86.25009155,6.000499725,6516,7040,0.2297983169555664
27.64957428,86.90176392,5.999913216,6454,7584,0.2286391258239746
27.64696121,87.55192566,5.999434471,6132,7643,0.22889232635498047
27.64971924,88.20516968,6.000751019,6046,7334,0.228621244430542
27.65137863,88.85360718,6.000952721,5951,7349,0.2283463478088379
27.65166092,89.50405884,5.998995781,5983,7636,0.22895073890686035
27.64738464,90.15726471,6.000283241,5665,7377,0.22897791862487793
27.64789963,90.80555725,5.999637604,5504,7287,0.2278890609741211
27.64751053,91.456604,6.000860214,5396,7584,0.22784900665283203
27.65277863,92.10852051,5.999293327,5619,8085,0.22896718978881836
27.64949799,92.76010895,6.000579834,5311,7778,0.2275559902191162
27.64717102,93.41090393,5.99987936,4940,7144,0.22879505157470703
27.65024185,94.05931091,6.000752449,4788,6953,0.228621244430542
27.65193176,94.71104431,6.000286102,4444,6656,0.2280445098876953
27.65057755,95.35993958,5.999454498,4340,6413,0.22778868675231934
27.65147781,96.00924683,6.000156879,4110,6315,0.22919058799743652
28.29999161,83.00578308,5.999968529,4455,5925,0.22806620597839355
28.29998779,83.64321136,6.001022816,4807,5954,0.22699666023254395
28.29872131,84.29533386,5.999194145,4966,6362,0.22998428344726562
28.29626083,84.9480896,5.999721527,5552,6736,0.22709226608276367
28.30129623,85.59829712,5.999990463,6013,7418,0.227250337600708
28.30173111,86.24969482,5.999948502,6361,7866,0.22917556762695312
